ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-01-21,100373.92950110315,82358.23731038612,118171.84964931765,100373.92950110315,100373.92950110315,332.09235682594084,332.09235682594084,332.09235682594084,332.09235682594084,332.09235682594084,332.09235682594084,0.0,0.0,0.0,100706.0218579291
2022-01-22,100375.6949518437,81513.67133234303,117320.12091052206,100375.6949518437,100375.6949518437,-817.0517691695046,-817.0517691695046,-817.0517691695046,-817.0517691695046,-817.0517691695046,-817.0517691695046,0.0,0.0,0.0,99558.6431826742
2022-01-23,100377.46040258424,84308.69242307157,119393.63581926312,100377.46040258424,100377.46040258424,1165.7932259021345,1165.7932259021345,1165.7932259021345,1165.7932259021345,1165.7932259021345,1165.7932259021345,0.0,0.0,0.0,101543.25362848637
2022-01-24,100379.22585332478,82315.45335900817,119096.93710844842,100379.22585332478,100379.22585332478,-259.4883450037406,-259.4883450037406,-259.4883450037406,-259.4883450037406,-259.4883450037406,-259.4883450037406,0.0,0.0,0.0,100119.73750832104
2022-01-25,100380.99130572421,83334.46083670275,118961.13958079994,100380.99130572421,100380.99130572421,70.62870883401646,70.62870883401646,70.62870883401646,70.62870883401646,70.62870883401646,70.62870883401646,0.0,0.0,0.0,100451.62001455823
2022-01-26,100382.75675812365,82401.76928555194,118255.6279761903,100382.75675812365,100382.75675812365,176.9416648463168,176.9416648463168,176.9416648463168,176.9416648463168,176.9416648463168,176.9416648463168,0.0,0.0,0.0,100559.69842296997
2022-01-27,100384.52221052308,82019.45246883441,117474.22175644751,100384.52221052308,100384.52221052308,-668.9158422314654,-668.9158422314654,-668.9158422314654,-668.9158422314654,-668.9158422314654,-668.9158422314654,0.0,0.0,0.0,99715.60636829161
2022-01-28,100386.28766292252,81940.52876410395,118774.43137247415,100386.28766292252,100386.28766292252,332.09235682650336,332.09235682650336,332.09235682650336,332.09235682650336,332.09235682650336,332.09235682650336,0.0,0.0,0.0,100718.38001974902
2022-01-29,100388.05311532193,80619.23468013026,119186.19921360814,100388.05311532193,100388.05311532193,-817.0517691691434,-817.0517691691434,-817.0517691691434,-817.0517691691434,-817.0517691691434,-817.0517691691434,0.0,0.0,0.0,99571.00134615279
2022-01-30,100389.81856772138,81452.32871373722,118762.93201595948,100389.81856772138,100389.81856772138,1165.7932259037163,1165.7932259037163,1165.7932259037163,1165.7932259037163,1165.7932259037163,1165.7932259037163,0.0,0.0,0.0,101555.6117936251
2022-01-31,100391.5840201208,82039.135406991,117921.064995329,100391.5840201208,100391.5840201208,-259.48834500301723,-259.48834500301723,-259.48834500301723,-259.48834500301723,-259.48834500301723,-259.48834500301723,0.0,0.0,0.0,100132.09567511779
2022-02-01,100393.34947252025,83508.7272809892,119040.36336296017,100393.34947252025,100393.34947252025,70.62870883836538,70.62870883836538,70.62870883836538,70.62870883836538,70.62870883836538,70.62870883836538,0.0,0.0,0.0,100463.97818135862
2022-02-02,100395.11492491969,81616.44113977245,119288.92988541201,100395.11492491969,100395.11492491969,176.94166484200855,176.94166484200855,176.94166484200855,176.94166484200855,176.94166484200855,176.94166484200855,0.0,0.0,0.0,100572.0565897617
2022-02-03,100396.88037731912,81813.57940885436,117426.85887740036,100396.88037731912,100396.88037731912,-668.9158422371966,-668.9158422371966,-668.9158422371966,-668.9158422371966,-668.9158422371966,-668.9158422371966,0.0,0.0,0.0,99727.96453508192
2022-02-04,100398.64582971855,83355.26762530516,119841.37983580313,100398.64582971855,100398.64582971855,332.0923568269888,332.0923568269888,332.0923568269888,332.0923568269888,332.0923568269888,332.0923568269888,0.0,0.0,0.0,100730.73818654554
2022-02-05,100400.41128211797,81066.67687137735,118260.3145985592,100400.41128211797,100400.41128211797,-817.0517691685243,-817.0517691685243,-817.0517691685243,-817.0517691685243,-817.0517691685243,-817.0517691685243,0.0,0.0,0.0,99583.35951294945
2022-02-06,100402.17673451742,83206.1070142585,119982.76259647719,100402.17673451742,100402.17673451742,1165.7932259032166,1165.7932259032166,1165.7932259032166,1165.7932259032166,1165.7932259032166,1165.7932259032166,0.0,0.0,0.0,101567.96996042063
2022-02-07,100403.94218691684,80399.60038662647,117575.21898916956,100403.94218691684,100403.94218691684,-259.488345006926,-259.488345006926,-259.488345006926,-259.488345006926,-259.488345006926,-259.488345006926,0.0,0.0,0.0,100144.45384190991
2022-02-08,100405.70763931629,81977.79269624701,118641.57367419056,100405.70763931629,100405.70763931629,70.6287088370096,70.6287088370096,70.6287088370096,70.6287088370096,70.6287088370096,70.6287088370096,0.0,0.0,0.0,100476.3363481533
2022-02-09,100407.47309171571,83326.25238578902,118962.06013056274,100407.47309171571,100407.47309171571,176.94166483770036,176.94166483770036,176.94166483770036,176.94166483770036,176.94166483770036,176.94166483770036,0.0,0.0,0.0,100584.41475655341
2022-02-10,100409.23854411514,80515.5439140481,119409.25284552525,100409.23854411514,100409.23854411514,-668.9158422326528,-668.9158422326528,-668.9158422326528,-668.9158422326528,-668.9158422326528,-668.9158422326528,0.0,0.0,0.0,99740.32270188248
2022-02-11,100411.00399651457,82144.40427399322,118835.81276061333,100411.00399651457,100411.00399651457,332.09235682755144,332.09235682755144,332.09235682755144,332.09235682755144,332.09235682755144,332.09235682755144,0.0,0.0,0.0,100743.09635334212
2022-02-12,100412.76944891401,80859.14206272377,116883.84011895815,100412.76944891401,100412.76944891401,-817.0517691681631,-817.0517691681631,-817.0517691681631,-817.0517691681631,-817.0517691681631,-817.0517691681631,0.0,0.0,0.0,99595.71767974585
2022-02-13,100414.53490131344,82897.32069751232,119666.14021365561,100414.53490131344,100414.53490131344,1165.7932259053593,1165.7932259053593,1165.7932259053593,1165.7932259053593,1165.7932259053593,1165.7932259053593,0.0,0.0,0.0,101580.3281272188
2022-02-14,100416.30035371288,82230.55438500417,119258.97385773226,100416.30035371288,100416.30035371288,-259.4883450062026,-259.4883450062026,-259.4883450062026,-259.4883450062026,-259.4883450062026,-259.4883450062026,0.0,0.0,0.0,100156.81200870668
2022-02-15,100418.06580611231,83430.4570558657,119394.73086359884,100418.06580611231,100418.06580611231,70.6287088359686,70.6287088359686,70.6287088359686,70.6287088359686,70.6287088359686,70.6287088359686,0.0,0.0,0.0,100488.69451494828
2022-02-16,100419.83125851174,82967.27653233075,118165.23247848985,100419.83125851174,100419.83125851174,176.9416648446866,176.9416648446866,176.9416648446866,176.9416648446866,176.9416648446866,176.9416648446866,0.0,0.0,0.0,100596.77292335643
2022-02-17,100421.59671091118,80156.32393186798,117742.24594658341,100421.59671091118,100421.59671091118,-668.9158422383839,-668.9158422383839,-668.9158422383839,-668.9158422383839,-668.9158422383839,-668.9158422383839,0.0,0.0,0.0,99752.6808686728
2022-02-18,100423.36216619372,83132.64104485676,119221.918164275,100423.36216619372,100423.36216619372,332.09235682570414,332.09235682570414,332.09235682570414,332.09235682570414,332.09235682570414,332.09235682570414,0.0,0.0,0.0,100755.45452301942
2022-02-19,100425.12762147626,81816.23763842022,117522.5965865131,100425.12762147626,100425.12762147626,-817.051769167673,-817.051769167673,-817.051769167673,-817.051769167673,-817.051769167673,-817.051769167673,0.0,0.0,0.0,99608.07585230858
2022-02-20,100426.89307675879,83730.21753123407,119940.87775165119,100426.89307675879,100426.89307675879,1165.7932259075017,1165.7932259075017,1165.7932259075017,1165.7932259075017,1165.7932259075017,1165.7932259075017,0.0,0.0,0.0,101592.68630266629
2022-02-21,100428.65853204133,81797.97324720005,117693.5322511124,100428.65853204133,100428.65853204133,-259.4883450101114,-259.4883450101114,-259.4883450101114,-259.4883450101114,-259.4883450101114,-259.4883450101114,0.0,0.0,0.0,100169.17018703122
2022-02-22,100430.42398732385,81370.10845924179,118514.93445316982,100430.42398732385,100430.42398732385,70.62870883461287,70.62870883461287,70.62870883461287,70.62870883461287,70.62870883461287,70.62870883461287,0.0,0.0,0.0,100501.05269615847
2022-02-23,100432.1894426064,82949.0034034494,119495.05039817235,100432.1894426064,100432.1894426064,176.94166484037842,176.94166484037842,176.94166484037842,176.94166484037842,176.94166484037842,176.94166484037842,0.0,0.0,0.0,100609.13110744677
2022-02-24,100433.95489788892,80735.9114439577,118233.0228535136,100433.95489788892,100433.95489788892,-668.9158422351722,-668.9158422351722,-668.9158422351722,-668.9158422351722,-668.9158422351722,-668.9158422351722,0.0,0.0,0.0,99765.03905565375
2022-02-25,100435.72035317145,81426.68693602695,119713.09143339218,100435.72035317145,100435.72035317145,332.0923568262668,332.0923568262668,332.0923568262668,332.0923568262668,332.0923568262668,332.0923568262668,0.0,0.0,0.0,100767.81270999771
2022-02-26,100437.48580845399,80040.86679313827,115765.79155230343,100437.48580845399,100437.48580845399,-817.0517691697205,-817.0517691697205,-817.0517691697205,-817.0517691697205,-817.0517691697205,-817.0517691697205,0.0,0.0,0.0,99620.43403928427
2022-02-27,100439.25126373651,83319.93824586767,119686.82246810799,100439.25126373651,100439.25126373651,1165.793225901157,1165.793225901157,1165.793225901157,1165.793225901157,1165.793225901157,1165.793225901157,0.0,0.0,0.0,101605.04448963767
2022-02-28,100441.01671901906,82353.96510662488,117876.47315690403,100441.01671901906,100441.01671901906,-259.4883450047559,-259.4883450047559,-259.4883450047559,-259.4883450047559,-259.4883450047559,-259.4883450047559,0.0,0.0,0.0,100181.5283740143
2022-03-01,100442.78217430158,81303.76586556474,117768.5315246135,100442.78217430158,100442.78217430158,70.62870883896178,70.62870883896178,70.62870883896178,70.62870883896178,70.62870883896178,70.62870883896178,0.0,0.0,0.0,100513.41088314055
2022-03-02,100444.54762958412,81742.00116730454,118287.13665707411,100444.54762958412,100444.54762958412,176.94166484171743,176.94166484171743,176.94166484171743,176.94166484171743,176.94166484171743,176.94166484171743,0.0,0.0,0.0,100621.48929442585
2022-03-03,100446.31308486665,81627.20832085803,117563.47034003,100446.31308486665,100446.31308486665,-668.9158422351,-668.9158422351,-668.9158422351,-668.9158422351,-668.9158422351,-668.9158422351,0.0,0.0,0.0,99777.39724263154
2022-03-04,100448.0785401492,82213.8838734666,118929.13567610396,100448.0785401492,100448.0785401492,332.0923568244194,332.0923568244194,332.0923568244194,332.0923568244194,332.0923568244194,332.0923568244194,0.0,0.0,0.0,100780.17089697362
2022-03-05,100449.84399543173,80361.963781778,116997.38046714626,100449.84399543173,100449.84399543173,-817.0517691692304,-817.0517691692304,-817.0517691692304,-817.0517691692304,-817.0517691692304,-817.0517691692304,0.0,0.0,0.0,99632.79222626249
2022-03-06,100451.60945071426,82766.17649898464,119333.34000538765,100451.60945071426,100451.60945071426,1165.7932259006575,1165.7932259006575,1165.7932259006575,1165.7932259006575,1165.7932259006575,1165.7932259006575,0.0,0.0,0.0,101617.40267661492
2022-03-07,100453.3749059968,81603.83607690354,118048.17101485559,100453.3749059968,100453.3749059968,-259.48834500866457,-259.48834500866457,-259.48834500866457,-259.48834500866457,-259.48834500866457,-259.48834500866457,0.0,0.0,0.0,100193.88656098813
2022-03-08,100455.14036127932,83140.94439180115,119511.86027805363,100455.14036127932,100455.14036127932,70.628708837606,70.628708837606,70.628708837606,70.628708837606,70.628708837606,70.628708837606,0.0,0.0,0.0,100525.76907011693
2022-03-09,100456.90581656186,82912.1009342988,118917.86063515575,100456.90581656186,100456.90581656186,176.94166484276195,176.94166484276195,176.94166484276195,176.94166484276195,176.94166484276195,176.94166484276195,0.0,0.0,0.0,100633.84748140462
2022-03-10,100458.67127184439,80533.77510553694,117914.84240789144,100458.67127184439,100458.67127184439,-668.9158422363596,-668.9158422363596,-668.9158422363596,-668.9158422363596,-668.9158422363596,-668.9158422363596,0.0,0.0,0.0,99789.75542960803
2022-03-11,100460.43672712693,80758.88793820284,117696.1100830952,100460.43672712693,100460.43672712693,332.09235682739194,332.09235682739194,332.09235682739194,332.09235682739194,332.09235682739194,332.09235682739194,0.0,0.0,0.0,100792.52908395432
2022-03-12,100462.20218240946,80552.89344752957,117895.4614471126,100462.20218240946,100462.20218240946,-817.0517691688692,-817.0517691688692,-817.0517691688692,-817.0517691688692,-817.0517691688692,-817.0517691688692,0.0,0.0,0.0,99645.15041324058
2022-03-13,100463.96763925391,83660.90449055246,119590.58040701957,100463.96763925391,100463.96763925391,1165.7932259027998,1165.7932259027998,1165.7932259027998,1165.7932259027998,1165.7932259027998,1165.7932259027998,0.0,0.0,0.0,101629.76086515671
2022-03-14,100465.7330960984,81735.16389626093,118012.12187883018,100465.7330960984,100465.7330960984,-259.4883450061178,-259.4883450061178,-259.4883450061178,-259.4883450061178,-259.4883450061178,-259.4883450061178,0.0,0.0,0.0,100206.24475109228
2022-03-15,100467.49855294285,82807.07005419477,118285.74814686089,100467.49855294285,100467.49855294285,70.62870884195485,70.62870884195485,70.62870884195485,70.62870884195485,70.62870884195485,70.62870884195485,0.0,0.0,0.0,100538.1272617848
2022-03-16,100469.26400978734,82619.48618586882,120598.42670534352,100469.26400978734,100469.26400978734,176.94166484410096,176.94166484410096,176.94166484410096,176.94166484410096,176.94166484410096,176.94166484410096,0.0,0.0,0.0,100646.20567463143
2022-03-17,100471.02946663181,81634.04830917706,118184.63174607459,100471.02946663181,100471.02946663181,-668.9158422376194,-668.9158422376194,-668.9158422376194,-668.9158422376194,-668.9158422376194,-668.9158422376194,0.0,0.0,0.0,99802.11362439419
2022-03-18,100472.79492347628,83191.21037461422,120147.02766482062,100472.79492347628,100472.79492347628,332.09235682554475,332.09235682554475,332.09235682554475,332.09235682554475,332.09235682554475,332.09235682554475,0.0,0.0,0.0,100804.88728030182
2022-03-19,100474.56038032075,81777.99564469133,116291.10511121972,100474.56038032075,100474.56038032075,-817.0517691683791,-817.0517691683791,-817.0517691683791,-817.0517691683791,-817.0517691683791,-817.0517691683791,0.0,0.0,0.0,99657.50861115237
2022-03-20,100476.32583716522,82840.64279100623,117709.01244230321,100476.32583716522,100476.32583716522,1165.7932259049423,1165.7932259049423,1165.7932259049423,1165.7932259049423,1165.7932259049423,1165.7932259049423,0.0,0.0,0.0,101642.11906307016
2022-03-21,100478.09129400969,82115.70298002129,117740.60753039405,100478.09129400969,100478.09129400969,-259.48834500539454,-259.48834500539454,-259.48834500539454,-259.48834500539454,-259.48834500539454,-259.48834500539454,0.0,0.0,0.0,100218.6029490043
2022-03-22,100479.85675085416,81373.92519060645,117611.4829158521,100479.85675085416,100479.85675085416,70.62870883489461,70.62870883489461,70.62870883489461,70.62870883489461,70.62870883489461,70.62870883489461,0.0,0.0,0.0,100550.48545968905
2022-03-23,100481.62220769863,82627.16962389382,118393.82236052047,100481.62220769863,100481.62220769863,176.94166484544002,176.94166484544002,176.94166484544002,176.94166484544002,176.94166484544002,176.94166484544002,0.0,0.0,0.0,100658.56387254407
2022-03-24,100483.3876645431,81428.39916433764,118646.71078902471,100483.3876645431,100483.3876645431,-668.9158422344077,-668.9158422344077,-668.9158422344077,-668.9158422344077,-668.9158422344077,-668.9158422344077,0.0,0.0,0.0,99814.4718223087
2022-03-25,100485.15312138757,83151.31041676106,119878.60403387166,100485.15312138757,100485.15312138757,332.09235682603014,332.09235682603014,332.09235682603014,332.09235682603014,332.09235682603014,332.09235682603014,0.0,0.0,0.0,100817.2454782136
2022-03-26,100486.91857823204,82027.47602438323,116424.5869049407,100486.91857823204,100486.91857823204,-817.0517691704266,-817.0517691704266,-817.0517691704266,-817.0517691704266,-817.0517691704266,-817.0517691704266,0.0,0.0,0.0,99669.86680906161
2022-03-27,100488.68403507651,82590.85142828382,118939.32890263735,100488.68403507651,100488.68403507651,1165.7932259044428,1165.7932259044428,1165.7932259044428,1165.7932259044428,1165.7932259044428,1165.7932259044428,0.0,0.0,0.0,101654.47726098096
2022-03-28,100490.44949192098,82502.34669935454,119553.91230585163,100490.44949192098,100490.44949192098,-259.4883450046711,-259.4883450046711,-259.4883450046711,-259.4883450046711,-259.4883450046711,-259.4883450046711,0.0,0.0,0.0,100230.9611469163
2022-03-29,100492.21494876545,82531.78480210698,118614.83477143885,100492.21494876545,100492.21494876545,70.62870883924347,70.62870883924347,70.62870883924347,70.62870883924347,70.62870883924347,70.62870883924347,0.0,0.0,0.0,100562.8436576047
2022-03-30,100493.98040560994,81593.40241930491,117746.07115175908,100493.98040560994,100493.98040560994,176.94166484648443,176.94166484648443,176.94166484648443,176.94166484648443,176.94166484648443,176.94166484648443,0.0,0.0,0.0,100670.92207045642
2022-03-31,100495.7458624544,82229.56664497167,117826.11371222619,100495.7458624544,100495.7458624544,-668.915842231196,-668.915842231196,-668.915842231196,-668.915842231196,-668.915842231196,-668.915842231196,0.0,0.0,0.0,99826.83002022319
2022-04-01,100497.51131929886,83787.22302218447,118325.02856365046,100497.51131929886,100497.51131929886,332.09235682659266,332.09235682659266,332.09235682659266,332.09235682659266,332.09235682659266,332.09235682659266,0.0,0.0,0.0,100829.60367612545
2022-04-02,100499.27677614334,80496.99211620804,117367.82194872205,100499.27677614334,100499.27677614334,-817.0517691698076,-817.0517691698076,-817.0517691698076,-817.0517691698076,-817.0517691698076,-817.0517691698076,0.0,0.0,0.0,99682.22500697353
2022-04-03,100501.0422329878,85028.34072359982,119540.29501293118,100501.0422329878,100501.0422329878,1165.793225903943,1165.793225903943,1165.793225903943,1165.793225903943,1165.793225903943,1165.793225903943,0.0,0.0,0.0,101666.83545889174
2022-04-04,100502.80768983229,81322.4713781627,118861.5451222518,100502.80768983229,100502.80768983229,-259.48834500857987,-259.48834500857987,-259.48834500857987,-259.48834500857987,-259.48834500857987,-259.48834500857987,0.0,0.0,0.0,100243.31934482371
2022-04-05,100504.57314736572,82081.99509263996,119271.75186809507,100504.57314736572,100504.57314736572,70.62870883820229,70.62870883820229,70.62870883820229,70.62870883820229,70.62870883820229,70.62870883820229,0.0,0.0,0.0,100575.20185620393
2022-04-06,100506.33860489915,82833.21479210562,119554.3763163602,100506.33860489915,100506.33860489915,176.94166484217624,176.94166484217624,176.94166484217624,176.94166484217624,176.94166484217624,176.94166484217624,0.0,0.0,0.0,100683.28026974133
2022-04-07,100508.10406243255,81163.32683428934,118302.00482442428,100508.10406243255,100508.10406243255,-668.9158422324558,-668.9158422324558,-668.9158422324558,-668.9158422324558,-668.9158422324558,-668.9158422324558,0.0,0.0,0.0,99839.1882202001
2022-04-08,100509.86951996599,82167.99552720934,120532.83435600412,100509.86951996599,100509.86951996599,332.0923568271553,332.0923568271553,332.0923568271553,332.0923568271553,332.0923568271553,332.0923568271553,0.0,0.0,0.0,100841.96187679314
2022-04-09,100511.63497749942,80239.2426891016,117694.3211798139,100511.63497749942,100511.63497749942,-817.0517691694464,-817.0517691694464,-817.0517691694464,-817.0517691694464,-817.0517691694464,-817.0517691694464,0.0,0.0,0.0,99694.58320832998
2022-04-10,100513.40043503285,83298.36514243353,118512.12871867149,100513.40043503285,100513.40043503285,1165.7932259028828,1165.7932259028828,1165.7932259028828,1165.7932259028828,1165.7932259028828,1165.7932259028828,0.0,0.0,0.0,101679.19366093574
2022-04-11,100515.16589256628,81107.30486972127,118775.04502935815,100515.16589256628,100515.16589256628,-259.4883450124886,-259.4883450124886,-259.4883450124886,-259.4883450124886,-259.4883450124886,-259.4883450124886,0.0,0.0,0.0,100255.67754755379
2022-04-12,100516.93135009971,82375.24853523543,118367.58491744871,100516.93135009971,100516.93135009971,70.62870883684661,70.62870883684661,70.62870883684661,70.62870883684661,70.62870883684661,70.62870883684661,0.0,0.0,0.0,100587.56005893655
2022-04-13,100518.69680763314,83654.15040947753,118124.19650257575,100518.69680763314,100518.69680763314,176.9416648491625,176.9416648491625,176.9416648491625,176.9416648491625,176.9416648491625,176.9416648491625,0.0,0.0,0.0,100695.6384724823
2022-04-14,100520.46226516656,82213.3799649145,118353.92421712728,100520.46226516656,100520.46226516656,-668.9158422337156,-668.9158422337156,-668.9158422337156,-668.9158422337156,-668.9158422337156,-668.9158422337156,0.0,0.0,0.0,99851.54642293284
2022-04-15,100522.22772269999,83609.5537914716,119239.17829780698,100522.22772269999,100522.22772269999,332.092356825308,332.092356825308,332.092356825308,332.092356825308,332.092356825308,332.092356825308,0.0,0.0,0.0,100854.32007952529
2022-04-16,100523.99318023342,81348.96964794838,118787.80771745954,100523.99318023342,100523.99318023342,-817.0517691689563,-817.0517691689563,-817.0517691689563,-817.0517691689563,-817.0517691689563,-817.0517691689563,0.0,0.0,0.0,99706.94141106446
2022-04-17,100525.75863776685,84043.62800327346,120747.34223750094,100525.75863776685,100525.75863776685,1165.7932259050253,1165.7932259050253,1165.7932259050253,1165.7932259050253,1165.7932259050253,1165.7932259050253,0.0,0.0,0.0,101691.55186367188
2022-04-18,100527.52409530028,81098.45053594619,117898.20529839194,100527.52409530028,100527.52409530028,-259.4883450117652,-259.4883450117652,-259.4883450117652,-259.4883450117652,-259.4883450117652,-259.4883450117652,0.0,0.0,0.0,100268.03575028852
2022-04-19,100529.28955283371,82829.48696918436,117071.90308078863,100529.28955283371,100529.28955283371,70.62870883549083,70.62870883549083,70.62870883549083,70.62870883549083,70.62870883549083,70.62870883549083,0.0,0.0,0.0,100599.9182616692
2022-04-20,100531.05501036713,83787.92908402272,118267.41280642178,100531.05501036713,100531.05501036713,176.94166484485422,176.94166484485422,176.94166484485422,176.94166484485422,176.94166484485422,176.94166484485422,0.0,0.0,0.0,100707.99667521198
2022-04-21,100532.82046790056,82247.55411005025,118864.77317628398,100532.82046790056,100532.82046790056,-668.9158422336432,-668.9158422336432,-668.9158422336432,-668.9158422336432,-668.9158422336432,-668.9158422336432,0.0,0.0,0.0,99863.90462566691
2022-04-22,100534.58592543399,81576.76795849088,119861.01643543555,100534.58592543399,100534.58592543399,332.09235682820326,332.09235682820326,332.09235682820326,332.09235682820326,332.09235682820326,332.09235682820326,0.0,0.0,0.0,100866.67828226219
2022-04-23,100536.35138296742,82066.0553399782,117577.94847848943,100536.35138296742,100536.35138296742,-817.0517691685952,-817.0517691685952,-817.0517691685952,-817.0517691685952,-817.0517691685952,-817.0517691685952,0.0,0.0,0.0,99719.29961379882
2022-04-24,100538.11684050085,83535.89525898309,120779.53726975777,100538.11684050085,100538.11684050085,1165.7932259018835,1165.7932259018835,1165.7932259018835,1165.7932259018835,1165.7932259018835,1165.7932259018835,0.0,0.0,0.0,101703.91006640274
2022-04-25,100539.88229803428,82358.94536366752,119171.30027871091,100539.88229803428,100539.88229803428,-259.48834501104176,-259.48834501104176,-259.48834501104176,-259.48834501104176,-259.48834501104176,-259.48834501104176,0.0,0.0,0.0,100280.39395302325
2022-04-26,100541.6477555677,82169.62332562379,117258.46005145131,100541.6477555677,100541.6477555677,70.62870883444977,70.62870883444977,70.62870883444977,70.62870883444977,70.62870883444977,70.62870883444977,0.0,0.0,0.0,100612.27646440215
