date,revenue,expenses,profit
2022-03-25,100325.62346349849,92176.33929321879,8149.284170279701
2022-03-26,127144.71517021865,71463.45246125174,55681.26270896691
2022-03-27,114277.3384396982,101384.18399361114,12893.154446087065
2022-03-28,90478.65230167983,76827.46539138246,13651.186910297372
2022-03-29,110378.93222348273,87023.06982049202,23355.862402990708
2022-03-30,73679.92412006533,83651.86070080905,-9971.936580743713
2022-03-31,112341.26662129849,73314.44797163263,39026.81864966586
2022-04-01,99868.50647827619,69877.60782874416,29990.898649532028
2022-04-02,84563.73292183624,74921.70074443641,9642.03217739983
2022-04-03,88472.99080203871,63307.81187348708,25165.178928551628
2022-04-04,85744.63639949396,102111.4642436029,-16366.827844108935
2022-04-05,101053.04249121221,82967.8044539385,18085.23803727371
2022-04-06,116341.92549952763,68357.9821848642,47983.943314663426
2022-04-07,92793.89499960754,91720.15071916251,1073.7442804450257
2022-04-08,108157.29569492204,69095.21865130616,39062.07704361588
2022-04-09,101084.90964282064,60438.31308821295,40646.59655460769
2022-04-10,105010.93073382654,73391.26045616253,31619.670277664
2022-04-11,94930.6204161133,80866.46166248822,14064.158753625088
2022-04-12,118664.71241143178,88647.22972052258,30017.482690909208
2022-04-13,102438.94842660663,101245.67439770392,1193.2740289027133
2022-04-14,90049.92769566213,55745.44670278032,34304.480992881814
2022-04-15,133832.81604226123,82748.4388234663,51084.37721879492
2022-04-16,103591.94510927485,80465.16924706768,23126.77586220717
2022-04-17,94671.48415354465,64971.49780524728,29699.986348297367
2022-04-18,90852.23354123847,60736.62974960216,30115.603791636313
2022-04-19,77589.08276724335,91899.6308764541,-14310.548109210751
2022-04-20,109474.40559229805,88882.69347356485,20591.712118733194
2022-04-21,87057.87660584574,84947.99501972784,2109.8815861179028
2022-04-22,101334.2003286826,84300.71960274478,17033.480725937814
2022-04-23,133942.59387202546,76928.61662441235,57013.97724761312
2022-04-24,104439.52422521578,46311.61620631726,58127.90801889852
2022-04-25,92204.83397055193,97682.40841389724,-5477.574443345307
2022-04-26,120818.14568909683,93399.71043093638,27418.435258160447
2022-04-27,117100.9075299248,84528.50581006566,32572.401719859146
2022-04-28,99688.34596947506,68236.20859003867,31452.13737943639
2022-04-29,104318.41603345255,78743.61168181791,25574.804351634637
2022-04-30,98353.1833164235,66007.67408793267,32345.50922849083
2022-05-01,108958.85693116792,78068.05468537794,30890.80224578998
2022-05-02,95645.97129300506,72853.10891343286,22792.862379572194
2022-05-03,83144.99388922304,70875.11141118214,12269.882478040905
2022-05-04,107856.98341706884,81687.27222389956,26169.711193169278
2022-05-05,128646.26158462436,55285.83906288243,73360.42252174193
2022-05-06,90802.33781148553,112290.03746955522,-21487.699658069687
2022-05-07,94396.28862669095,58054.36628226993,36341.922344421015
2022-05-08,78665.7577139883,65470.3761014771,13195.381612511206
2022-05-09,87947.32681563788,93290.28695420528,-5342.960138567403
2022-05-10,86510.89019193721,83536.08036891866,2974.809823018557
2022-05-11,112829.64185762762,106122.04034525275,6707.601512374866
2022-05-12,104008.81027201978,84561.1133101923,19447.696961827474
2022-05-13,109102.3303052596,56048.5564352094,53053.7738700502
2022-05-14,93906.16974049405,65193.69830558792,28712.471434906132
2022-05-15,116921.7959202038,95712.22919492696,21209.566725276847
2022-05-16,104590.74417068661,57923.07246339334,46667.671707293266
2022-05-17,94028.40956703482,74700.87154233303,19327.53802470179
2022-05-18,94526.68318811303,50953.33997340145,43573.34321471158
2022-05-19,81941.34345755784,80573.14868750203,1368.1947700558085
2022-05-20,97989.30740040621,99719.64165732806,-1730.3342569218512
2022-05-21,104891.27948832937,80508.03679847103,24383.242689858336
2022-05-22,60845.10069945376,86439.06052494496,-25593.959825491198
2022-05-23,133277.73927728322,87668.667253956,45609.07202332723
2022-05-24,102018.98555118729,75089.08111971189,26929.9044314754
2022-05-25,114196.08193747237,97555.66056053573,16640.421376936632
2022-05-26,76946.28104045142,79798.94215653364,-2852.6611160822213
2022-05-27,77307.52798789271,91142.74226663544,-13835.21427874273
2022-05-28,66783.61629588314,76104.15418165101,-9320.537885767873
2022-05-29,88788.62290079534,75964.98484509013,12823.638055705203
2022-05-30,105507.47990606545,59606.05170546261,45901.42820060284
2022-05-31,103850.13768653457,74751.55585403297,29098.5818325016
2022-06-01,114975.7230843655,74189.74796568957,40785.975118675924
2022-06-02,81163.86531245227,71179.5091291308,9984.356183321463
2022-06-03,123934.50457330093,61838.2084942398,62096.29607906113
2022-06-04,102560.18030945411,72666.89596259115,29893.284346862958
2022-06-05,104991.31414451635,74871.15853083578,30120.155613680574
2022-06-06,104275.7870807567,80870.42872345795,23405.35835729874
2022-06-07,103874.2158164615,52094.67115813441,51779.54465832708
2022-06-08,111053.35922902664,54036.833403795,57016.52582523164
2022-06-09,105613.92625388084,66113.99330759194,39499.9329462889
2022-06-10,111211.24305820746,90415.19245066601,20796.050607541445
2022-06-11,100551.20046770765,63211.584194020135,37339.61627368751
2022-06-12,117148.5679856914,83808.80641325816,33339.76157243324
2022-06-13,88807.24299058858,63363.12734402246,25444.11564656612
2022-06-14,94254.77343748762,71422.24821762959,22832.525219858027
2022-06-15,107347.1015627417,75644.6384884678,31702.463074273895
2022-06-16,110118.21069699679,83251.0223259837,26867.188371013093
2022-06-17,126670.51777591548,88383.33449903814,38287.18327687733
2022-06-18,117134.63094270561,84067.81083887049,33066.820103835125
2022-06-19,93050.98143682988,56384.870566762125,36666.11087006776
2022-06-20,76564.12038566216,79097.79377189366,-2533.6733862315014
2022-06-21,89919.26527858927,74189.38742710263,15729.877851486643
2022-06-22,128941.98096269583,94885.68462914173,34056.2963335541
2022-06-23,81557.89146859688,81702.87862315091,-144.98715455403726
2022-06-24,106897.33732163785,75786.48626084211,31110.851060795743
2022-06-25,92823.68335201149,84603.19489355867,8220.488458452819
2022-06-26,124427.85186247402,63918.47749957003,60509.374362904
2022-06-27,120997.81670919462,84698.64386361607,36299.17284557855
2022-06-28,106365.17991924612,88517.02456765184,17848.15535159428
2022-06-29,107030.09641308596,59122.140833779566,47907.9555793064
2022-06-30,89852.3858536837,82426.5011018761,7425.884751807607
2022-07-01,100478.72871908883,92054.24068267527,8424.48803641356
2022-07-02,107163.78731489195,69189.2001909465,37974.58712394544
2022-07-03,103891.09291202664,76777.61191124559,27113.481000781045
2022-07-04,106537.12476391834,71528.19064087121,35008.93412304713
2022-07-05,81514.27260273424,85408.10754452302,-3893.8349417887803
2022-07-06,88776.75018399174,65964.7678945267,22811.982289465042
2022-07-07,89804.55346887249,77383.9182498813,12420.635218991185
2022-07-08,78179.33920726045,88271.05005156698,-10091.710844306537
2022-07-09,111531.12987648885,71654.96391191217,39876.16596457668
2022-07-10,121716.91976637447,71650.32443776829,50066.595328606185
2022-07-11,104480.68290392261,66910.76179140937,37569.92111251324
2022-07-12,82578.56187930371,85948.56953103418,-3370.0076517304697
2022-07-13,80976.5720013357,104346.68050080014,-23370.108499464433
2022-07-14,118140.13490856497,77227.36986664175,40912.76504192322
2022-07-15,68915.88667230576,88014.72003701131,-19098.833364705555
2022-07-16,111101.32767999996,89766.48385796687,21334.843822033086
2022-07-17,111480.75432061747,68073.26066651671,43407.49365410076
2022-07-18,106404.76879901599,75547.15717038083,30857.61162863516
2022-07-19,115579.70225725084,64171.67472443036,51408.02753282048
2022-07-20,118151.78093547282,65904.73985093189,52247.041084540935
2022-07-21,68685.4868718285,88287.00174382931,-19601.514872000815
2022-07-22,79721.13529495898,72000.50652952411,7720.628765434871
2022-07-23,86398.37492280595,73184.90167250297,13213.47325030298
2022-07-24,104414.28020451502,81748.13391802812,22666.146286486895
2022-07-25,115559.88219188817,86744.52789708992,28815.35429479825
2022-07-26,105689.23461214335,94291.27648386826,11397.958128275088
2022-07-27,111361.41268013403,64436.563711849056,46924.848968284976
2022-07-28,87545.25486465333,71327.07488120193,16218.179983451395
2022-07-29,103741.89778387298,75172.14367957285,28569.754104300126
2022-07-30,110765.74226162683,87808.37634127619,22957.36592035064
2022-07-31,90744.46557743504,96624.61057573385,-5880.144998298812
2022-08-01,106939.88740611439,86175.78595243022,20764.10145368417
2022-08-02,81964.49310633555,83157.01731976174,-1192.5242134261935
2022-08-03,58194.39506154878,86575.64338585167,-28381.24832430289
2022-08-04,116307.70317679152,93846.52042905182,22461.182747739702
2022-08-05,82971.42972208917,93992.88820560472,-11021.45848351554
2022-08-06,91369.20211342047,71912.93477743943,19456.267335981043
2022-08-07,96636.77214313859,83677.09539189136,12959.676751247229
2022-08-08,95842.25705942854,89149.31939788182,6692.937661546719
2022-08-09,108076.91054126206,71965.51135269807,36111.399188563984
2022-08-10,117720.3538616985,50290.4013123116,67429.9525493869
2022-08-11,112178.72856245264,69190.21263294171,42988.51592951093
2022-08-12,107501.84247557473,74343.4932755501,33158.34920002462
2022-08-13,111766.86714648188,68539.4964648168,43227.37068166508
2022-08-14,90534.07887891661,64676.83878755118,25857.240091365427
2022-08-15,102368.71743169066,107694.74030450184,-5326.022872811183
2022-08-16,94092.15743838593,88915.98694300778,5176.170495378145
2022-08-17,123609.3034751184,80576.87381817444,43032.42965694396
2022-08-18,112616.71343342711,81823.11781207025,30793.595621356857
2022-08-19,103274.40464347538,78278.84970325608,24995.5549402193
2022-08-20,73657.68563184372,81824.16776758277,-8166.4821357390465
2022-08-21,80130.19494874806,80120.74077132376,9.454177424297086
2022-08-22,99217.93092016774,74479.44192517282,24738.488994994914
2022-08-23,112612.22494844097,82096.84987475,30515.37507369097
2022-08-24,71376.7076952586,95972.9283983034,-24596.22070304479
2022-08-25,77198.93147494305,71121.92234455569,6077.009130387363
2022-08-26,78068.46270611518,95706.7484359674,-17638.285729852214
2022-08-27,84610.29339586958,83032.69804689715,1577.5953489724343
2022-08-28,108453.57052989847,91758.97248675066,16694.59804314781
2022-08-29,88454.69630672035,91143.01443174235,-2688.3181250220077
2022-08-30,85289.55727607396,80654.7490943273,4634.808181746659
2022-08-31,88891.11353306283,77827.72702488821,11063.386508174619
2022-09-01,80042.29427496991,84352.02095200185,-4309.72667703194
2022-09-02,108155.32323778718,56462.21270061927,51693.11053716791
2022-09-03,65693.11896576008,74040.83288527296,-8347.713919512884
2022-09-04,75282.75248133962,83456.3719156531,-8173.619434313485
2022-09-05,110404.83531918557,68930.04408079508,41474.79123839049
2022-09-06,94878.15966270727,69116.2066853361,25761.95297737117
2022-09-07,120063.55719664546,87882.74369513254,32180.813501512923
2022-09-08,101633.33829164848,76134.6679291245,25498.67036252399
2022-09-09,130886.50650302897,83228.64092845948,47657.865574569485
2022-09-10,76885.49375953643,61534.39817736174,15351.09558217469
2022-09-11,112550.40175726346,71583.73010485103,40966.671652412435
2022-09-12,111533.74072196468,87730.9857897807,23802.75493218399
2022-09-13,93344.51063060784,102213.99773190726,-8869.487101299426
2022-09-14,100536.28502941832,81241.5033587585,19294.78167065981
2022-09-15,99837.07898503866,77570.67242719085,22266.40655784782
2022-09-16,82537.60450900637,58796.6991977286,23740.90531127777
2022-09-17,97193.64132203898,91168.67740987673,6024.963912162246
2022-09-18,84666.79426420448,58277.14141163972,26389.65285256476
2022-09-19,129707.25701154504,111836.05825331382,17871.198758231214
2022-09-20,100016.43327068126,88593.7533000248,11422.679970656463
2022-09-21,108018.40337724987,88736.41789278225,19281.985484467616
2022-09-22,72686.84897361611,76334.35478723305,-3647.505813616939
2022-09-23,114777.69792636124,89840.8809528591,24936.81697350215
2022-09-24,120828.37883117129,80550.62210874575,40277.75672242553
2022-09-25,123861.89170204854,81821.04302172142,42040.84868032712
2022-09-26,80267.23814318136,77813.60568595039,2453.6324572309677
2022-09-27,102177.11598178184,62782.110753219305,39395.005228562535
2022-09-28,124010.69960554417,89502.05622815585,34508.64337738832
2022-09-29,104032.91048655535,76586.69414140734,27446.216345148016
2022-09-30,111374.43112847717,60223.145830492125,51151.28529798504
2022-10-01,79997.7280567396,77666.65903788735,2331.069018852242
2022-10-02,104985.79819985121,74262.38546475284,30723.412735098376
2022-10-03,118318.17535311541,72309.20831200514,46008.96704111027
2022-10-04,118062.95517408657,62007.616925312395,56055.33824877418
2022-10-05,94014.68620811176,93062.44234794096,952.2438601707981
2022-10-06,83142.01113592833,46794.313595123516,36347.69754080482
2022-10-07,94261.50988662304,71255.97810507768,23005.53178154536
2022-10-08,99370.96809309219,79239.80442100568,20131.163672086506
2022-10-09,106104.97400732287,69673.60389579617,36431.3701115267
2022-10-10,101533.8704387892,76466.32165934762,25067.548779441582
2022-10-11,126854.65877575373,73326.71600015044,53527.9427756033
2022-10-12,98013.18515335947,90119.3918617669,7893.793291592578
2022-10-13,100441.24471628285,79231.66219770879,21209.582518574054
2022-10-14,89655.11293178018,74766.88895761751,14888.223974162669
2022-10-15,103501.40999587136,76967.23149376751,26534.178502103852
2022-10-16,90004.66247609668,84314.84317032884,5689.819305767844
2022-10-17,97638.42800548805,94625.13729215557,3013.290713332477
2022-10-18,119411.70509906356,87455.58483126802,31956.120267795544
2022-10-19,118106.17908468678,107893.84303811539,10212.336046571392
2022-10-20,117039.13306682481,88869.60108425828,28169.531982566536
2022-10-21,114807.27721880181,64924.12579765118,49883.15142115064
2022-10-22,108573.65123179126,83843.33876502124,24730.312466770018
2022-10-23,88814.67701390441,100324.57846925581,-11509.901455351399
2022-10-24,114631.34031736673,72987.057853507,41644.28246385974
2022-10-25,109908.64974026738,63868.25374857951,46040.395991687874
2022-10-26,103664.21861859062,70807.65397873071,32856.564639859906
2022-10-27,101880.7144033196,65354.42220741795,36526.292195901646
2022-10-28,115743.49772151693,90471.84376537618,25271.653956140755
2022-10-29,98342.15290431416,88019.44716166813,10322.705742646038
2022-10-30,118197.3669848843,79267.0610795199,38930.305905364396
2022-10-31,93133.4542993583,70762.61368355027,22370.840615808032
2022-11-01,95218.56290823896,93503.31496740504,1715.2479408339277
2022-11-02,96368.2951270576,95558.11748729153,810.1776397660724
2022-11-03,94786.70331804434,84310.67460742217,10476.028710622166
2022-11-04,74348.00799277243,69241.91361050353,5106.0943822689005
2022-11-05,125168.74874197064,93686.18074095249,31482.568001018153
2022-11-06,82443.99442598812,74896.7277338687,7547.266692119418
2022-11-07,109149.96259508918,79010.70523252441,30139.257362564764
2022-11-08,98567.82756469508,72299.65558396517,26268.17198072991
2022-11-09,90888.43500924997,81346.29853952111,9542.136469728852
2022-11-10,114611.31396959435,74003.17057809772,40608.14339149663
2022-11-11,103587.43140769524,103525.49427834115,61.93712935408985
2022-11-12,91960.17955165824,54102.454955649766,37857.72459600847
2022-11-13,110012.40321097184,92474.22773636253,17538.175474609307
2022-11-14,82459.9222489327,43335.43753839261,39124.484710540084
2022-11-15,97153.75752845945,88690.43285675134,8463.324671708106
2022-11-16,91510.60082542142,76062.07602689901,15448.524798522412
2022-11-17,98919.1022509205,86768.0663751819,12151.035875738613
2022-11-18,90849.6850341726,70763.70847901789,20085.976555154703
2022-11-19,109196.27365415609,89340.96406450403,19855.309589652054
2022-11-20,105740.04250541831,80100.31753956292,25639.724965855392
2022-11-21,100435.14714846527,77949.61463558552,22485.532512879756
2022-11-22,129778.75215052873,85609.04034986698,44169.71180066175
2022-11-23,92990.80919439574,46441.57376206777,46549.23543232797
2022-11-24,113494.67075596668,79675.42134752042,33819.24940844627
2022-11-25,97047.39465876065,85914.14167211023,11133.25298665042
2022-11-26,113559.86167592154,79013.30869528506,34546.55298063648
2022-11-27,83422.41411552012,76836.13708941387,6586.277026106254
2022-11-28,83904.47309663467,87012.10314726547,-3107.6300506308035
2022-11-29,118432.77484020217,66261.91732449658,52170.85751570559
2022-11-30,86014.87354129364,62877.97927239924,23136.894268894393
2022-12-01,120966.90025552566,86867.72964343562,34099.170612090034
2022-12-02,119056.73756760781,63430.59700868635,55626.140558921456
2022-12-03,106860.94378348824,85081.5660773222,21779.377706166037
2022-12-04,98485.16447063745,86598.50209152256,11886.662379114889
2022-12-05,68695.20175931675,65643.62929576739,3051.572463549368
2022-12-06,116580.4614717495,96532.56371247937,20047.897759270127
2022-12-07,115286.28150364164,81780.62076277204,33505.6607408696
2022-12-08,113546.7565834791,50532.482562906356,63014.274020572746
2022-12-09,100401.03944378161,96320.80329052551,4080.2361532561044
2022-12-10,104970.30744009104,78270.76864218197,26699.538797909074
2022-12-11,85569.64156412779,78804.98072311794,6764.6608410098415
2022-12-12,106949.7911263749,72542.72106338394,34407.070062990955
2022-12-13,88656.65173303238,67061.29320602358,21595.358527008808
2022-12-14,108932.78975336556,69785.86029335386,39146.9294600117
2022-12-15,108422.44152547575,92399.14140063549,16023.300124840258
2022-12-16,87480.80808602208,77159.14712670044,10321.660959321642
2022-12-17,92690.22556836258,69858.4731947398,22831.75237362279
2022-12-18,123487.81812202698,85834.24096466402,37653.57715736296
2022-12-19,110602.08574042411,63517.277691641255,47084.808048782856
2022-12-20,86515.75655578868,71368.04165133792,15147.714904450768
2022-12-21,106127.59959695142,68758.58686457454,37369.01273237688
2022-12-22,106782.57271007435,67423.8491218228,39358.72358825155
2022-12-23,76742.27404674006,85558.55603925009,-8816.281992510034
2022-12-24,89023.79970072299,100197.29264429946,-11173.492943576479
2022-12-25,96879.45929452885,68659.98125653982,28219.47803798903
2022-12-26,104941.06469428402,84171.08022882347,20769.984465460555
2022-12-27,104988.9987123516,88356.96807813935,16632.03063421225
2022-12-28,105937.9301505752,81249.91050216957,24688.01964840562
2022-12-29,114839.9951524187,74144.55114104325,40695.44401137545
2022-12-30,121391.81369446298,91721.83032687125,29669.983367591733
2022-12-31,84416.09619944765,89716.11879775836,-5300.022598310708
2023-01-01,91774.71689360726,60027.36848246546,31747.348411141793
2023-01-02,107732.57171111961,91774.04699736,15958.524713759616
2023-01-03,92313.41060321526,77146.48159439999,15166.929008815277
2023-01-04,90996.55785244225,74056.26266723093,16940.29518521132
2023-01-05,95989.46621719965,77122.83613416927,18866.63008303038
2023-01-06,101736.78166661138,76365.23405267566,25371.54761393572
2023-01-07,79746.94838522347,82487.98451321495,-2741.0361279914796
2023-01-08,105421.4430810552,107796.38513421599,-2374.9420531607902
2023-01-09,108575.99629329253,82708.9909815142,25867.005311778325
2023-01-10,86582.77645554778,76929.31661927153,9653.459836276248
2023-01-11,93922.20912078254,90924.00043445843,2998.208686324113
2023-01-12,120609.1238781191,89022.45261890291,31586.671259216193
2023-01-13,108168.56133781854,75572.98860091074,32595.572736907794
2023-01-14,123082.0090350408,82622.79078662695,40459.21824841385
2023-01-15,97279.95187080608,104397.98455498515,-7118.032684179067
2023-01-16,100531.90218642932,70164.22410725371,30367.678079175603
2023-01-17,99790.25111532408,93808.67673440537,5981.5743809187115
2023-01-18,127799.03220448387,72701.66595860265,55097.36624588122
2023-01-19,111061.139901183,81292.65326000852,29768.486641174488
2023-01-20,93688.37383960024,74878.7647307959,18809.609108804347
2023-01-21,115729.96704831652,81839.83106084878,33890.135987467744
2023-01-22,102090.5916657585,71669.80958360083,30420.782082157675
2023-01-23,104881.50923188854,58405.992990902494,46475.51624098605
2023-01-24,99861.0997506304,64897.330114847646,34963.76963578275
2023-01-25,123546.94240112895,63844.930407866676,59702.01199326228
2023-01-26,104223.53321447843,102425.04281237931,1798.4904020991235
2023-01-27,100631.37386478845,89404.46139047475,11226.912474313693
2023-01-28,86805.16372333419,60717.113425012656,26088.050298321534
2023-01-29,107331.9117409968,69177.57506593622,38154.33667506058
2023-01-30,77342.33204114286,98541.18867110042,-21198.85662995756
2023-01-31,108999.2972823364,75903.01005923028,33096.28722310612
2023-02-01,85032.52301350568,86426.92920352991,-1394.4061900242377
2023-02-02,102114.06250511295,87561.85008559198,14552.212419520962
2023-02-03,99491.90814400872,78492.83256132306,20999.075582685662
2023-02-04,87365.66604135571,101497.1022385202,-14131.436197164483
2023-02-05,108714.5681910771,102198.56261234697,6516.005578730124
2023-02-06,76404.92500720732,86988.3227478989,-10583.39774069158
2023-02-07,100202.67671834248,67952.75234485233,32249.924373490154
2023-02-08,114913.30242376914,83685.68626590882,31227.61615786032
2023-02-09,114523.55109476898,66254.43591994284,48269.11517482613
2023-02-10,104701.41886014261,63976.28789367106,40725.13096647155
2023-02-11,102590.89860648868,78088.51528547813,24502.38332101055
2023-02-12,106608.93506807719,80202.47442552897,26406.46064254822
2023-02-13,77737.95943852459,82356.64037278603,-4618.680934261443
2023-02-14,118851.72793602488,85313.03787365076,33538.690062374124
2023-02-15,99936.7245123876,60135.16411940068,39801.560392986925
2023-02-16,97787.21848366372,56051.26725316259,41735.95123050113
2023-02-17,118477.68447372616,83191.3422737363,35286.34219998986
2023-02-18,101536.0108283379,80742.48380257799,20793.527025759904
2023-02-19,109244.80543487763,72079.29644079416,37165.50899408347
2023-02-20,85086.08820872521,81555.98717686337,3530.1010318618355
2023-02-21,85354.51703349545,90114.17612990535,-4759.659096409901
2023-02-22,87627.52567349644,80272.34278391355,7355.18288958288
2023-02-23,104053.44126816544,66134.02972513209,37919.41154303335
2023-02-24,96691.63317300878,77036.95052572948,19654.682647279304
2023-02-25,112666.2451801529,86138.67711200629,26527.568068146604
2023-02-26,106768.7359617263,70106.11266588929,36662.62329583701
2023-02-27,97157.44310499358,79160.63340622783,17996.809698765748
2023-02-28,83252.40851027146,96359.17063941859,-13106.76212914713
2023-03-01,104497.29493189833,71177.3280894168,33319.96684248153
2023-03-02,111373.49408716742,74880.38134460432,36493.1127425631
2023-03-03,91364.2562333308,49182.439170377016,42181.817062953785
2023-03-04,102782.2523516998,72291.30347328151,30490.94887841829
2023-03-05,132756.90116337402,101629.15877353103,31127.742389842984
2023-03-06,96590.0001152117,72928.84661323694,23661.153501974768
2023-03-07,116740.1039173462,69121.09745929911,47619.00645804709
2023-03-08,90594.55701012428,91336.56782831543,-742.0108181911492
2023-03-09,95126.24549386225,76353.34636763946,18772.899126222794
2023-03-10,90327.65098690496,68578.72206233296,21748.928924572
2023-03-11,103895.86050331335,71726.83367633627,32169.026826977075
2023-03-12,98099.21141854722,81836.31521983224,16262.896198714981
2023-03-13,109030.62983211318,71670.49966543644,37360.13016667674
2023-03-14,121858.47396655192,83959.94490137055,37898.52906518137
2023-03-15,93913.03286823434,89727.9094909606,4185.123377273732
2023-03-16,102044.30153128375,95150.74363269181,6893.557898591942
2023-03-17,110366.5228627599,94076.62595039325,16289.896912366647
2023-03-18,80828.93004143186,57969.099459540084,22859.830581891772
2023-03-19,133646.7452287877,67271.30564706674,66375.43958172097
2023-03-20,125311.99471957018,58206.28811932617,67105.70660024401
2023-03-21,89612.25934570846,93159.43147777588,-3547.172132067426
2023-03-22,100930.49434677152,94506.42652825457,6424.067818516953
2023-03-23,92785.88030377054,74812.98103867174,17972.899265098793
2023-03-24,112156.1845856507,72865.37898159822,39290.80560405248
